lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21016
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20774
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20775
Flaxland,Shrubland,Predominantly Indigenous,true,,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,20776
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20777
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20778
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20845
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Gorse and Broom,,,,,,,,,,0,0,,,0,0,South Waikato,20846
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20847
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,0,0,,,0,0,South Waikato,20910
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Mixed Exotic Shrubland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20911
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20912
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21017
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21018
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21019
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21020
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21021
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Mixed Exotic Shrubland,,,,,,,,,,,,0,0,,,0,0,South Waikato,21022
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20779
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20780
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,0,0,,,0,0,South Waikato,20781
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Gorse and Broom,,MINOR_CLSC,,,,,,,,0,0,,,0,0,South Waikato,20848
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20849
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20850
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20851
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20852
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20853
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20854
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20913
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Pine Forest - Closed Canopy,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20914
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20915
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Deciduous Hardwoods,Manuka and or Kanuka,,,,,,,,,,0,0,,,0,0,South Waikato,20916
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21023
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21024
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21025
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21026
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21027
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21028
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21029
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20782
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,true,Indigenous Forest,Deciduous Hardwoods,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20783
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20784
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,20785
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20855
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,,,Wetland,,,,,,,,,0,0,,,0,0,South Waikato,20856
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,0,0,South Waikato,20857
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20858
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20859
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20860
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20917
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20918
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20919
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20920
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20921
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21030
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21031
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21032
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21033
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21034
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21035
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20786
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20787
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20788
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20789
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20790
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20791
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20792
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Indigenous Forest,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20861
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20862
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,20863
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Deciduous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20864
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20865
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20866
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20867
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20922
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20923
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20924
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20925
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20926
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,0,0,,,0,0,South Waikato,20927
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21036
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21037
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21038
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21039
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20793
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,20794
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20795
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20868
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20869
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20870
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20871
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20872
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20873
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20874
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20875
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,,,,Spare,,,,,,,0,0,,,0,0,South Waikato,20928
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Gorse and Broom,,,,,,,,,,0,0,,,0,0,South Waikato,20929
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,Indigenous Forest,,,,,,,,,,0,0,,,0,0,South Waikato,20930
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,Spare,,,,,,,0,0,,,0,0,South Waikato,20931
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21040
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21041
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,21042
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21043
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20796
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20797
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20798
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20876
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Pine Forest - Closed Canopy,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20877
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20878
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20932
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20933
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Gorse and Broom,Indigenous Forest,,,,,,,,,,0,0,,,0,0,South Waikato,20934
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,,,,,Spare,,,,,,,0,0,,,0,0,South Waikato,20935
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20936
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,21044
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21045
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,0,0,South Waikato,21046
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21047
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21048
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,Mixed Exotic Shrubland,Indigenous Forest,Classification,,,Yes,Yes,,"Class= Other Exotic Forest - mix of pines, macrocarpa, eucalyptus, deciduous hardwoods (see photo).",\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0141.JPG,101-0141,1833391,5795604,,,0,0,South Waikato,20799
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,20800
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,20801
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Mixed Exotic Shrubland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20802
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,20803
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20879
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20880
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20937
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20938
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20939
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20940
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21049
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21050
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21051
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21052
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,21053
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,21054
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,Mixed Exotic Shrubland,,,,,,,,,,,0,0,,,0,0,South Waikato,20804
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,20805
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20806
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20881
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20882
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20883
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20884
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,0,0,South Waikato,20885
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,20886
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,0,0,,,0,0,South Waikato,20941
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20942
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20943
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20944
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20945
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20946
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20947
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20948
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21055
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21056
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21057
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21058
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,0,0,,,0,0,South Waikato,20807
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Deciduous Hardwoods,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,0,0,,,0,0,South Waikato,20808
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Pine Forest - Closed Canopy,,,,,,,,,,,,0,0,,,0,0,South Waikato,20809
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Mixed Exotic Shrubland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20887
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20888
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20889
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20890
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20949
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20950
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Deciduous Hardwoods,,,,,,,,,,0,0,,,0,0,South Waikato,20951
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20952
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,20953
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20954
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20955
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,21059
